ItemID,Weight,Size,Fragility,storedIn,DestinationWarehouse
Item_4406,23.95,0.75,Medium,Shelf,Warehouse_B
Item_4407,32.52,3.45,Low,Pallet,Warehouse_A
Item_4408,46.96,2.4,Medium,Shelf,Warehouse_B
Item_4409,7.63,3.36,Medium,Shelf,Warehouse_C
Item_4410,1.41,2.95,Low,Shelf,Warehouse_C
Item_4411,2.54,2.78,Low,Pallet,Warehouse_A
Item_4412,26.49,2.4,Low,Pallet,Warehouse_A
Item_4413,33.9,2.0,Low,Shelf,Warehouse_B
Item_4414,6.63,4.56,Medium,Shelf,Warehouse_C
Item_4415,3.47,0.26,Medium,Shelf,Warehouse_C
Item_4416,21.53,1.83,Low,Bin,Warehouse_A
Item_4417,47.31,0.25,High,Pallet,Warehouse_A
Item_4418,21.98,3.87,Low,Bin,Warehouse_A
Item_4419,38.54,4.93,High,Bin,Warehouse_A
Item_4420,4.62,0.32,Low,Bin,Warehouse_C
Item_4421,0.71,2.52,Low,Pallet,Warehouse_A
Item_4422,1.35,4.01,Low,Bin,Warehouse_C
Item_4423,0.45,0.26,Low,Shelf,Warehouse_C
Item_4424,27.97,3.71,Low,Bin,Warehouse_A
Item_4425,1.45,4.22,High,Pallet,Warehouse_A
Item_4426,47.04,2.99,Low,Shelf,Warehouse_B
Item_4427,49.84,3.1,High,Shelf,Warehouse_B
Item_4428,17.47,2.67,Low,Bin,Warehouse_A
Item_4429,1.8,4.69,Low,Shelf,Warehouse_C
Item_4430,22.33,0.46,High,Pallet,Warehouse_A
Item_4431,27.53,0.96,Medium,Bin,Warehouse_A
Item_4432,19.26,3.08,Low,Shelf,Warehouse_B
Item_4433,19.43,3.68,Low,Bin,Warehouse_A
Item_4434,2.3,2.45,Medium,Shelf,Warehouse_C
Item_4435,18.91,1.71,Low,Pallet,Warehouse_A
Item_4436,1.53,1.46,Low,Pallet,Warehouse_A
Item_4437,2.92,3.59,Low,Pallet,Warehouse_A
Item_4438,18.83,4.32,Medium,Shelf,Warehouse_B
Item_4439,6.46,4.15,Medium,Shelf,Warehouse_C
Item_4440,7.53,4.23,Low,Shelf,Warehouse_C
Item_4441,34.43,4.12,Medium,Bin,Warehouse_A
Item_4442,40.17,3.29,Low,Shelf,Warehouse_B
Item_4443,37.24,2.95,Low,Pallet,Warehouse_A
Item_4444,7.74,4.51,Medium,Bin,Warehouse_A
Item_4445,6.95,2.73,Low,Shelf,Warehouse_C
Item_4446,37.76,1.18,Low,Shelf,Warehouse_B
Item_4447,28.25,0.57,Low,Bin,Warehouse_A
Item_4448,11.3,3.78,Low,Bin,Warehouse_A
Item_4449,13.84,1.83,Low,Shelf,Warehouse_B
Item_4450,25.41,2.81,Low,Pallet,Warehouse_A
Item_4451,21.19,1.55,Medium,Shelf,Warehouse_B
Item_4452,21.47,3.78,Medium,Pallet,Warehouse_A
Item_4453,4.44,2.01,Low,Shelf,Warehouse_C
Item_4454,9.5,0.87,Low,Shelf,Warehouse_C
Item_4455,33.23,3.09,Low,Bin,Warehouse_A
Item_4456,26.8,3.46,Low,Bin,Warehouse_A
Item_4457,43.94,3.08,Low,Pallet,Warehouse_A
Item_4458,34.76,4.44,Low,Bin,Warehouse_A
Item_4459,12.1,2.41,Low,Shelf,Warehouse_B
Item_4460,27.97,0.28,Low,Shelf,Warehouse_B
Item_4461,4.15,4.49,Medium,Shelf,Warehouse_C
Item_4462,20.7,1.58,Medium,Bin,Warehouse_A
Item_4463,32.81,3.29,Low,Shelf,Warehouse_B
Item_4464,15.68,3.89,Low,Shelf,Warehouse_B
Item_4465,28.73,0.37,Low,Pallet,Warehouse_A
Item_4466,48.27,0.65,Low,Shelf,Warehouse_B
Item_4467,3.55,2.37,High,Shelf,Warehouse_C
Item_4468,21.2,4.22,Low,Bin,Warehouse_A
Item_4469,43.16,4.95,Medium,Bin,Warehouse_A
Item_4470,21.53,3.37,Low,Pallet,Warehouse_A
Item_4471,36.08,1.76,Low,Shelf,Warehouse_B
Item_4472,26.82,4.41,Medium,Pallet,Warehouse_A
Item_4473,0.61,2.93,Low,Shelf,Warehouse_C
Item_4474,20.42,4.21,Low,Bin,Warehouse_A
Item_4475,1.32,4.71,Low,Shelf,Warehouse_C
Item_4476,20.75,1.94,Low,Bin,Warehouse_A
Item_4477,3.63,2.71,Low,Shelf,Warehouse_C
Item_4478,16.42,4.41,Medium,Shelf,Warehouse_B
Item_4479,49.22,2.57,High,Pallet,Warehouse_A
Item_4480,3.39,3.87,Low,Shelf,Warehouse_C
Item_4481,14.87,2.54,Low,Shelf,Warehouse_B
Item_4482,24.33,4.81,Low,Bin,Warehouse_A
Item_4483,0.56,4.44,Low,Pallet,Warehouse_A
Item_4484,11.08,3.58,Low,Shelf,Warehouse_B
Item_4485,24.62,0.83,Low,Pallet,Warehouse_A
Item_4486,28.83,4.43,Medium,Bin,Warehouse_A
Item_4487,0.32,4.22,Medium,Bin,Warehouse_C
Item_4488,22.3,1.25,Medium,Pallet,Warehouse_A
Item_4489,7.9,4.41,High,Shelf,Warehouse_C
Item_4490,3.77,2.82,Medium,Shelf,Warehouse_C
Item_4491,4.26,0.71,Medium,Pallet,Warehouse_A
Item_4492,32.15,0.64,High,Bin,Warehouse_A
Item_4493,40.2,0.22,Medium,Shelf,Warehouse_B
Item_4494,46.17,4.49,Low,Pallet,Warehouse_A
Item_4495,8.98,2.47,Medium,Bin,Warehouse_A
Item_4496,29.44,3.29,Medium,Pallet,Warehouse_A
Item_4497,12.53,4.29,Low,Pallet,Warehouse_A
Item_4498,9.87,2.12,Low,Shelf,Warehouse_C
Item_4499,35.85,0.73,Low,Shelf,Warehouse_B
Item_4500,3.11,4.95,Medium,Shelf,Warehouse_C
Item_4501,23.66,4.81,Medium,Pallet,Warehouse_A
Item_4502,39.6,2.96,High,Pallet,Warehouse_A
Item_4503,11.14,4.31,Low,Pallet,Warehouse_A
Item_4504,8.97,0.36,Medium,Pallet,Warehouse_A
Item_4505,6.71,4.77,Low,Bin,Warehouse_A
Item_4506,23.29,2.41,Low,Bin,Warehouse_A
Item_4507,43.21,4.51,Low,Pallet,Warehouse_A
Item_4508,14.48,1.09,Medium,Pallet,Warehouse_A
Item_4509,8.39,4.47,Low,Shelf,Warehouse_C
Item_4510,19.51,0.4,Medium,Bin,Warehouse_A
Item_4511,24.26,1.37,Low,Shelf,Warehouse_B
Item_4512,27.71,3.96,Low,Shelf,Warehouse_B
Item_4513,32.63,3.13,Low,Shelf,Warehouse_B
Item_4514,29.92,1.07,Low,Bin,Warehouse_A
Item_4515,2.03,4.24,Low,Bin,Warehouse_C
Item_4516,4.61,0.15,Low,Pallet,Warehouse_A
Item_4517,3.72,2.74,Low,Pallet,Warehouse_A
Item_4518,2.09,3.92,Low,Pallet,Warehouse_A
Item_4519,7.75,0.34,High,Shelf,Warehouse_C
Item_4520,19.58,0.41,Medium,Pallet,Warehouse_A
Item_4521,8.93,3.21,Low,Bin,Warehouse_A
Item_4522,12.8,4.74,High,Shelf,Warehouse_B
Item_4523,13.68,4.61,Low,Shelf,Warehouse_B
Item_4524,3.23,3.82,Low,Shelf,Warehouse_C
Item_4525,25.88,3.09,High,Bin,Warehouse_A
Item_4526,32.23,2.56,Medium,Shelf,Warehouse_B
Item_4527,42.98,0.65,Low,Bin,Warehouse_A
Item_4528,34.6,0.74,Low,Bin,Warehouse_A
Item_4529,38.82,4.96,Low,Pallet,Warehouse_A
Item_4530,23.03,3.76,Low,Shelf,Warehouse_B
Item_4531,7.14,1.12,Low,Shelf,Warehouse_C
Item_4532,12.86,1.13,Medium,Pallet,Warehouse_A
Item_4533,11.16,2.85,Medium,Bin,Warehouse_A
Item_4534,40.01,4.5,Low,Pallet,Warehouse_A
Item_4535,11.47,2.73,Medium,Pallet,Warehouse_A
Item_4536,3.96,3.98,Medium,Shelf,Warehouse_C
Item_4537,27.93,1.64,Medium,Shelf,Warehouse_B
Item_4538,38.6,1.6,Low,Pallet,Warehouse_A
Item_4539,12.7,4.55,Medium,Bin,Warehouse_A
Item_4540,16.92,1.5,Low,Pallet,Warehouse_A
Item_4541,15.1,4.2,Low,Pallet,Warehouse_A
Item_4542,48.48,2.53,Low,Pallet,Warehouse_A
Item_4543,30.84,3.38,Medium,Shelf,Warehouse_B
Item_4544,45.1,3.91,Medium,Shelf,Warehouse_B
Item_4545,39.59,1.73,Medium,Pallet,Warehouse_A
Item_4546,13.59,3.37,Medium,Shelf,Warehouse_B
Item_4547,6.72,3.13,Low,Shelf,Warehouse_C
Item_4548,28.42,1.64,Low,Shelf,Warehouse_B
Item_4549,48.52,4.11,Low,Pallet,Warehouse_A
Item_4550,23.68,0.75,Low,Pallet,Warehouse_A
Item_4551,3.02,3.33,Medium,Shelf,Warehouse_C
Item_4552,9.81,2.89,Low,Shelf,Warehouse_C
Item_4553,29.2,1.65,Medium,Shelf,Warehouse_B
Item_4554,22.06,1.68,Low,Pallet,Warehouse_A
Item_4555,27.07,4.06,High,Pallet,Warehouse_A
Item_4556,10.28,4.86,Medium,Shelf,Warehouse_B
Item_4557,25.53,0.61,High,Shelf,Warehouse_B
Item_4558,28.1,3.02,Low,Shelf,Warehouse_B
Item_4559,33.77,0.78,Medium,Bin,Warehouse_A
Item_4560,41.9,4.5,Low,Bin,Warehouse_A
Item_4561,26.95,3.51,Low,Bin,Warehouse_A
Item_4562,34.34,2.89,Low,Shelf,Warehouse_B
Item_4563,40.21,3.98,Low,Shelf,Warehouse_B
Item_4564,37.49,0.67,Low,Bin,Warehouse_A
Item_4565,10.56,1.36,Low,Pallet,Warehouse_A
Item_4566,49.58,1.8,Low,Shelf,Warehouse_B
Item_4567,32.89,1.98,Low,Bin,Warehouse_A
Item_4568,7.84,2.04,Low,Bin,Warehouse_A
Item_4569,11.15,4.87,Low,Pallet,Warehouse_A
Item_4570,28.52,3.46,Low,Pallet,Warehouse_A
Item_4571,5.85,3.18,Low,Bin,Warehouse_A
Item_4572,6.21,2.49,Low,Shelf,Warehouse_C
Item_4573,1.93,4.84,Medium,Bin,Warehouse_C
Item_4574,12.46,0.84,Low,Bin,Warehouse_A
Item_4575,29.77,0.11,Low,Bin,Warehouse_A
Item_4576,39.82,2.01,Low,Bin,Warehouse_A
Item_4577,12.97,2.19,Low,Pallet,Warehouse_A
Item_4578,48.33,3.71,High,Bin,Warehouse_A
Item_4579,43.44,0.82,Low,Bin,Warehouse_A
Item_4580,14.02,4.89,Low,Pallet,Warehouse_A
Item_4581,28.15,3.2,Low,Shelf,Warehouse_B
Item_4582,42.45,0.41,High,Bin,Warehouse_A
Item_4583,38.5,4.04,High,Pallet,Warehouse_A
Item_4584,8.95,4.07,Medium,Shelf,Warehouse_C
Item_4585,3.82,3.71,High,Shelf,Warehouse_C
Item_4586,2.15,3.82,Medium,Pallet,Warehouse_A
Item_4587,12.65,1.59,Low,Shelf,Warehouse_B
Item_4588,34.39,0.73,Low,Shelf,Warehouse_B
Item_4589,4.52,4.55,Low,Pallet,Warehouse_A
Item_4590,47.02,0.67,Medium,Pallet,Warehouse_A
Item_4591,4.63,1.93,High,Bin,Warehouse_C
Item_4592,9.85,3.29,Low,Bin,Warehouse_A
Item_4593,7.9,3.94,Medium,Pallet,Warehouse_A
Item_4594,12.59,3.66,Low,Bin,Warehouse_A
Item_4595,40.36,1.88,Low,Shelf,Warehouse_B
Item_4596,5.05,1.92,Low,Shelf,Warehouse_C
Item_4597,10.99,4.68,High,Bin,Warehouse_A
Item_4598,20.3,2.44,Low,Bin,Warehouse_A
Item_4599,14.98,1.37,High,Bin,Warehouse_A
Item_4600,20.86,1.04,Low,Bin,Warehouse_A
Item_4601,25.04,2.65,Low,Bin,Warehouse_A
Item_4602,24.16,3.09,Medium,Bin,Warehouse_A
Item_4603,11.24,4.79,Medium,Bin,Warehouse_A
Item_4604,37.0,4.04,Low,Shelf,Warehouse_B
Item_4605,7.07,4.87,Low,Bin,Warehouse_A
Item_4606,2.2,3.33,Low,Shelf,Warehouse_C
Item_4607,31.7,0.46,Medium,Shelf,Warehouse_B
Item_4608,29.55,2.9,Medium,Bin,Warehouse_A
Item_4609,7.89,1.49,Medium,Shelf,Warehouse_C
Item_4610,2.94,4.71,Low,Pallet,Warehouse_A
Item_4611,0.84,4.93,Low,Shelf,Warehouse_C
Item_4612,27.38,4.22,Medium,Bin,Warehouse_A
Item_4613,6.3,2.84,Medium,Bin,Warehouse_A
Item_4614,28.16,3.33,Low,Shelf,Warehouse_B
Item_4615,24.78,2.87,Low,Pallet,Warehouse_A
Item_4616,44.88,4.12,Low,Shelf,Warehouse_B
Item_4617,1.29,3.3,Medium,Pallet,Warehouse_A
Item_4618,9.29,0.97,Medium,Shelf,Warehouse_C
Item_4619,4.35,1.58,Low,Pallet,Warehouse_A
Item_4620,14.12,3.93,Medium,Bin,Warehouse_A
Item_4621,44.75,4.71,Low,Shelf,Warehouse_B
Item_4622,42.88,3.02,Low,Bin,Warehouse_A
Item_4623,49.05,0.97,Medium,Pallet,Warehouse_A
Item_4624,11.76,4.65,High,Pallet,Warehouse_A
Item_4625,40.98,1.05,Low,Bin,Warehouse_A
Item_4626,6.62,3.55,Low,Pallet,Warehouse_A
Item_4627,43.11,4.87,Low,Shelf,Warehouse_B
Item_4628,10.18,3.28,Low,Pallet,Warehouse_A
Item_4629,8.2,4.82,Low,Bin,Warehouse_A
Item_4630,41.62,0.25,Medium,Shelf,Warehouse_B
Item_4631,27.59,0.48,Low,Bin,Warehouse_A
Item_4632,46.26,1.32,Low,Shelf,Warehouse_B
Item_4633,43.88,1.38,Low,Pallet,Warehouse_A
Item_4634,21.01,3.38,Low,Shelf,Warehouse_B
Item_4635,5.59,2.16,Low,Shelf,Warehouse_C
Item_4636,41.17,0.89,Low,Pallet,Warehouse_A
Item_4637,42.04,3.89,Medium,Pallet,Warehouse_A
Item_4638,44.56,3.21,Medium,Pallet,Warehouse_A
Item_4639,5.43,0.31,Medium,Shelf,Warehouse_C
Item_4640,20.15,0.39,Low,Pallet,Warehouse_A
Item_4641,5.89,2.12,Low,Shelf,Warehouse_C
Item_4642,37.11,0.3,Low,Pallet,Warehouse_A
Item_4643,31.82,4.83,Low,Shelf,Warehouse_B
Item_4644,8.54,1.74,Low,Shelf,Warehouse_C
Item_4645,27.7,4.7,Low,Bin,Warehouse_A
Item_4646,27.94,1.75,Low,Shelf,Warehouse_B
Item_4647,24.83,4.1,Medium,Shelf,Warehouse_B
Item_4648,11.46,3.58,Medium,Pallet,Warehouse_A
Item_4649,24.95,0.55,Low,Shelf,Warehouse_B
Item_4650,45.97,4.66,Low,Bin,Warehouse_A
Item_4651,11.65,1.1,Low,Pallet,Warehouse_A
Item_4652,23.82,1.44,Low,Shelf,Warehouse_B
Item_4653,42.51,2.65,Medium,Bin,Warehouse_A
Item_4654,26.49,4.94,Medium,Pallet,Warehouse_A
Item_4655,33.7,0.27,Low,Bin,Warehouse_A
Item_4656,27.0,1.06,Low,Bin,Warehouse_A
Item_4657,29.02,4.58,Low,Bin,Warehouse_A
Item_4658,22.49,3.96,Low,Bin,Warehouse_A
Item_4659,41.74,2.01,Low,Bin,Warehouse_A
Item_4660,29.09,2.51,Low,Shelf,Warehouse_B
Item_4661,49.7,1.88,Medium,Bin,Warehouse_A
Item_4662,14.8,2.1,Medium,Bin,Warehouse_A
Item_4663,21.43,0.38,Low,Bin,Warehouse_A
Item_4664,1.32,3.11,Medium,Pallet,Warehouse_A
Item_4665,28.04,3.31,Medium,Bin,Warehouse_A
Item_4666,37.11,2.7,Medium,Bin,Warehouse_A
Item_4667,19.58,1.92,Low,Bin,Warehouse_A
Item_4668,29.81,3.42,Low,Pallet,Warehouse_A
Item_4669,8.65,3.09,Low,Bin,Warehouse_A
Item_4670,37.96,3.56,Low,Bin,Warehouse_A
Item_4671,36.48,0.92,Low,Bin,Warehouse_A
Item_4672,0.29,4.01,Medium,Shelf,Warehouse_C
Item_4673,49.21,4.98,Medium,Shelf,Warehouse_B
Item_4674,6.97,1.58,Low,Pallet,Warehouse_A
Item_4675,24.32,0.94,Low,Shelf,Warehouse_B
Item_4676,46.62,4.56,Low,Pallet,Warehouse_A
Item_4677,49.48,2.37,Low,Shelf,Warehouse_B
Item_4678,1.96,2.63,Medium,Pallet,Warehouse_A
Item_4679,18.71,3.56,Low,Pallet,Warehouse_A
Item_4680,48.15,4.54,Low,Pallet,Warehouse_A
Item_4681,26.27,3.06,Low,Bin,Warehouse_A
Item_4682,8.76,0.14,Low,Bin,Warehouse_A
Item_4683,39.73,1.22,Low,Pallet,Warehouse_A
Item_4684,24.7,2.59,Medium,Bin,Warehouse_A
Item_4685,22.76,2.96,Low,Pallet,Warehouse_A
Item_4686,4.63,0.53,Low,Pallet,Warehouse_A
Item_4687,10.37,3.68,Low,Shelf,Warehouse_B
Item_4688,0.44,1.04,Low,Shelf,Warehouse_C
Item_4689,38.6,4.16,Medium,Shelf,Warehouse_B
Item_4690,39.68,2.18,Low,Pallet,Warehouse_A
Item_4691,10.53,1.25,Low,Shelf,Warehouse_B
Item_4692,40.97,4.82,Low,Pallet,Warehouse_A
Item_4693,13.41,3.75,Low,Shelf,Warehouse_B
Item_4694,6.52,4.0,High,Bin,Warehouse_A
Item_4695,41.47,2.95,Low,Bin,Warehouse_A
Item_4696,20.41,1.49,Medium,Pallet,Warehouse_A
Item_4697,2.02,0.92,Low,Bin,Warehouse_C
Item_4698,28.67,2.69,Low,Bin,Warehouse_A
Item_4699,27.4,4.26,Low,Shelf,Warehouse_B
Item_4700,27.02,2.72,Medium,Pallet,Warehouse_A
Item_4701,20.35,0.96,Medium,Pallet,Warehouse_A
Item_4702,6.88,1.94,Low,Shelf,Warehouse_C
Item_4703,17.13,1.28,Low,Bin,Warehouse_A
Item_4704,38.67,0.11,Medium,Bin,Warehouse_A
Item_4705,38.91,0.21,Low,Bin,Warehouse_A
Item_4706,41.78,4.61,Medium,Bin,Warehouse_A
Item_4707,37.85,3.81,Low,Pallet,Warehouse_A
Item_4708,16.43,1.86,High,Pallet,Warehouse_A
Item_4709,5.73,3.34,Medium,Shelf,Warehouse_C
Item_4710,6.4,0.12,Low,Bin,Warehouse_A
Item_4711,47.53,3.56,Low,Bin,Warehouse_A
Item_4712,9.68,1.71,Medium,Pallet,Warehouse_A
Item_4713,30.94,2.48,Low,Shelf,Warehouse_B
Item_4714,26.64,4.93,Low,Pallet,Warehouse_A
Item_4715,26.25,3.21,Low,Bin,Warehouse_A
Item_4716,10.41,2.59,Low,Pallet,Warehouse_A
Item_4717,20.77,4.42,Low,Shelf,Warehouse_B
Item_4718,26.12,2.52,Medium,Bin,Warehouse_A
Item_4719,29.26,4.22,Low,Bin,Warehouse_A
Item_4720,0.87,4.35,High,Bin,Warehouse_C
Item_4721,1.88,1.56,Low,Bin,Warehouse_C
Item_4722,25.87,1.74,Low,Pallet,Warehouse_A
Item_4723,22.71,0.6,Low,Shelf,Warehouse_B
Item_4724,9.05,3.04,Medium,Shelf,Warehouse_C
Item_4725,23.33,1.53,High,Shelf,Warehouse_B
Item_4726,7.91,1.94,Low,Shelf,Warehouse_C
Item_4727,26.34,4.84,Low,Pallet,Warehouse_A
Item_4728,1.43,1.82,Low,Bin,Warehouse_C
Item_4729,30.37,0.39,Low,Bin,Warehouse_A
Item_4730,13.36,4.4,Medium,Pallet,Warehouse_A
Item_4731,27.67,4.7,Medium,Bin,Warehouse_A
Item_4732,5.14,2.91,High,Pallet,Warehouse_A
Item_4733,21.66,2.1,Low,Pallet,Warehouse_A
Item_4734,10.76,0.18,Low,Pallet,Warehouse_A
Item_4735,4.34,2.75,Medium,Bin,Warehouse_C
Item_4736,38.24,3.09,Low,Bin,Warehouse_A
Item_4737,31.69,4.87,Low,Bin,Warehouse_A
Item_4738,46.23,4.56,Medium,Bin,Warehouse_A
Item_4739,23.63,3.8,Low,Shelf,Warehouse_B
Item_4740,38.71,3.08,Medium,Pallet,Warehouse_A
Item_4741,48.39,0.59,Low,Bin,Warehouse_A
Item_4742,20.22,2.57,Low,Pallet,Warehouse_A
Item_4743,33.58,3.8,Low,Shelf,Warehouse_B
Item_4744,49.46,4.06,Low,Pallet,Warehouse_A
Item_4745,37.58,0.22,High,Shelf,Warehouse_B
Item_4746,17.69,3.39,Low,Pallet,Warehouse_A
Item_4747,1.63,3.27,Low,Bin,Warehouse_C
Item_4748,41.94,4.65,Low,Bin,Warehouse_A
Item_4749,7.89,0.77,Low,Shelf,Warehouse_C
Item_4750,19.8,0.74,Low,Shelf,Warehouse_B
Item_4751,11.08,3.65,Low,Pallet,Warehouse_A
Item_4752,2.59,0.18,Medium,Pallet,Warehouse_A
Item_4753,25.4,3.26,Medium,Pallet,Warehouse_A
Item_4754,4.55,1.38,Medium,Bin,Warehouse_C
Item_4755,24.21,4.21,Low,Pallet,Warehouse_A
Item_4756,1.73,0.76,Medium,Bin,Warehouse_C
Item_4757,9.48,2.69,Low,Bin,Warehouse_A
Item_4758,23.56,0.2,Low,Shelf,Warehouse_B
Item_4759,7.25,2.66,High,Bin,Warehouse_A
Item_4760,45.68,4.83,Low,Bin,Warehouse_A
Item_4761,6.08,3.74,Low,Pallet,Warehouse_A
Item_4762,32.21,0.93,Medium,Pallet,Warehouse_A
Item_4763,30.5,2.12,Medium,Pallet,Warehouse_A
Item_4764,5.55,4.8,Medium,Bin,Warehouse_A
Item_4765,14.34,3.36,Low,Bin,Warehouse_A
Item_4766,23.72,1.07,Low,Pallet,Warehouse_A
Item_4767,0.87,2.99,Medium,Bin,Warehouse_C
Item_4768,25.11,2.24,Medium,Shelf,Warehouse_B
Item_4769,1.1,1.08,Medium,Pallet,Warehouse_A
Item_4770,5.87,1.07,Medium,Shelf,Warehouse_C
Item_4771,19.92,3.43,Low,Bin,Warehouse_A
Item_4772,18.77,4.67,Low,Pallet,Warehouse_A
Item_4773,22.1,1.37,Low,Bin,Warehouse_A
Item_4774,33.22,4.26,Low,Pallet,Warehouse_A
Item_4775,28.99,3.89,Low,Pallet,Warehouse_A
Item_4776,7.84,0.77,Medium,Bin,Warehouse_A
Item_4777,2.89,1.3,Low,Bin,Warehouse_C
Item_4778,39.99,1.78,Medium,Shelf,Warehouse_B
Item_4779,30.08,1.46,Low,Shelf,Warehouse_B
Item_4780,49.49,4.77,Medium,Shelf,Warehouse_B
Item_4781,20.75,0.16,Low,Shelf,Warehouse_B
Item_4782,27.68,0.39,Low,Pallet,Warehouse_A
Item_4783,16.42,0.45,Low,Shelf,Warehouse_B
Item_4784,45.08,1.76,High,Bin,Warehouse_A
Item_4785,2.03,1.23,Low,Shelf,Warehouse_C
Item_4786,24.44,1.35,Low,Pallet,Warehouse_A
Item_4787,46.24,0.23,Low,Bin,Warehouse_A
Item_4788,23.95,2.71,Low,Shelf,Warehouse_B
Item_4789,47.18,0.11,Medium,Pallet,Warehouse_A
Item_4790,40.38,2.6,Low,Shelf,Warehouse_B
Item_4791,8.18,4.03,Low,Shelf,Warehouse_C
Item_4792,11.59,1.45,Medium,Shelf,Warehouse_B
Item_4793,17.49,2.68,Low,Bin,Warehouse_A
Item_4794,9.81,2.73,Low,Bin,Warehouse_A
Item_4795,5.69,4.12,Low,Shelf,Warehouse_C
Item_4796,8.32,4.02,Low,Shelf,Warehouse_C
Item_4797,26.66,1.05,Low,Bin,Warehouse_A
Item_4798,12.61,4.12,Medium,Shelf,Warehouse_B
Item_4799,7.98,3.1,Low,Pallet,Warehouse_A
Item_4800,25.54,4.01,Medium,Bin,Warehouse_A
Item_4801,15.17,0.53,High,Shelf,Warehouse_B
Item_4802,25.16,1.8,Medium,Shelf,Warehouse_B
Item_4803,7.22,4.56,Low,Bin,Warehouse_A
Item_4804,11.53,4.36,High,Bin,Warehouse_A
Item_4805,9.21,2.61,High,Bin,Warehouse_A
Item_4806,22.03,2.66,Low,Shelf,Warehouse_B
Item_4807,24.5,2.22,Medium,Pallet,Warehouse_A
Item_4808,6.55,3.28,Medium,Pallet,Warehouse_A
Item_4809,5.87,4.91,Low,Bin,Warehouse_A
Item_4810,1.29,1.5,Low,Pallet,Warehouse_A
Item_4811,0.89,1.53,Low,Bin,Warehouse_C
Item_4812,47.93,0.55,Low,Shelf,Warehouse_B
Item_4813,33.58,3.37,Medium,Pallet,Warehouse_A
Item_4814,5.82,3.75,Low,Pallet,Warehouse_A
Item_4815,10.48,3.63,Low,Bin,Warehouse_A
Item_4816,38.12,1.39,Low,Bin,Warehouse_A
Item_4817,15.22,0.12,Low,Pallet,Warehouse_A
Item_4818,22.97,1.32,Medium,Bin,Warehouse_A
Item_4819,30.55,2.15,Medium,Bin,Warehouse_A
Item_4820,0.35,4.08,High,Bin,Warehouse_C
Item_4821,25.3,1.73,High,Shelf,Warehouse_B
Item_4822,1.15,3.67,Low,Pallet,Warehouse_A
Item_4823,6.97,1.81,Medium,Pallet,Warehouse_A
Item_4824,5.67,0.16,Low,Pallet,Warehouse_A
Item_4825,36.25,0.29,Low,Bin,Warehouse_A
Item_4826,2.5,1.05,Low,Pallet,Warehouse_A
Item_4827,49.61,3.09,High,Shelf,Warehouse_B
Item_4828,44.32,3.14,Low,Pallet,Warehouse_A
Item_4829,6.23,2.99,High,Bin,Warehouse_A
Item_4830,45.16,1.57,Medium,Pallet,Warehouse_A
Item_4831,37.8,3.91,Low,Bin,Warehouse_A
Item_4832,25.73,2.18,Low,Pallet,Warehouse_A
Item_4833,30.85,0.83,Low,Bin,Warehouse_A
Item_4834,8.21,4.54,Medium,Pallet,Warehouse_A
Item_4835,21.71,3.56,Low,Bin,Warehouse_A
Item_4836,9.59,3.07,Low,Shelf,Warehouse_C
Item_4837,2.39,1.86,Medium,Pallet,Warehouse_A
Item_4838,24.54,2.24,Medium,Shelf,Warehouse_B
Item_4839,38.33,3.7,Low,Pallet,Warehouse_A
Item_4840,9.67,3.26,Low,Shelf,Warehouse_C
Item_4841,20.65,4.46,Low,Bin,Warehouse_A
Item_4842,47.25,4.16,Medium,Shelf,Warehouse_B
Item_4843,28.44,4.02,Medium,Shelf,Warehouse_B
Item_4844,22.39,2.56,High,Bin,Warehouse_A
Item_4845,3.7,2.17,High,Shelf,Warehouse_C
Item_4846,29.74,0.18,Low,Shelf,Warehouse_B
Item_4847,31.87,2.48,Low,Bin,Warehouse_A
Item_4848,15.62,1.9,Low,Bin,Warehouse_A
Item_4849,4.85,3.74,Medium,Pallet,Warehouse_A
Item_4850,28.38,3.11,High,Bin,Warehouse_A
Item_4851,40.62,2.77,High,Bin,Warehouse_A
Item_4852,1.6,4.55,Low,Pallet,Warehouse_A
Item_4853,39.18,2.1,Low,Pallet,Warehouse_A
Item_4854,9.36,0.97,Medium,Pallet,Warehouse_A
Item_4855,18.16,3.31,Low,Shelf,Warehouse_B
Item_4856,7.55,3.75,Low,Pallet,Warehouse_A
Item_4857,38.87,1.46,Medium,Shelf,Warehouse_B
Item_4858,3.89,1.65,Medium,Pallet,Warehouse_A
Item_4859,44.26,4.49,Low,Pallet,Warehouse_A
Item_4860,8.21,0.85,Low,Bin,Warehouse_A
Item_4861,28.13,1.42,Low,Bin,Warehouse_A
Item_4862,3.04,2.48,Medium,Bin,Warehouse_C
Item_4863,17.44,3.51,Low,Pallet,Warehouse_A
Item_4864,4.78,0.53,Low,Pallet,Warehouse_A
Item_4865,4.29,2.26,Low,Shelf,Warehouse_C
Item_4866,17.54,1.34,Low,Pallet,Warehouse_A
Item_4867,28.15,1.82,Medium,Bin,Warehouse_A
Item_4868,2.51,3.54,Medium,Pallet,Warehouse_A
Item_4869,32.98,2.61,Medium,Shelf,Warehouse_B
Item_4870,38.0,2.6,Medium,Bin,Warehouse_A
Item_4871,14.77,2.58,Low,Pallet,Warehouse_A
Item_4872,27.17,1.99,Low,Pallet,Warehouse_A
